token,count,humor_type,type_score,score_dark_humor,score_wordplay_puns,score_sarcasm_irony,score_absurd_surreal,score_topical_political,score_relationship_family,score_workplace_office,score_animals
public,6,topical_political,0.18899748,0.09420501,0.06874375,0.062262706,0.0027028825,0.18899748,-0.004581312,0.052848488,0.038824536
bringing,6,animals,0.09582619,0.06380565,0.073261544,0.07055515,0.02867813,0.07518769,0.07435012,0.022299893,0.09582619
ducks,6,animals,0.37381846,0.09217706,0.12669373,0.05342254,0.25082904,0.08855207,0.057110548,0.009441422,0.37381846
setting,6,dark_humor,0.11425318,0.11425318,0.022588588,0.01836367,0.024798095,0.052691385,-0.03562804,0.044603836,0.0408827
dwarfs,6,absurd_surreal,0.23053825,0.055013724,0.14205591,0.07704582,0.23053825,0.025407225,0.011715271,0.06715245,0.2065224
pack,6,dark_humor,0.17023036,0.17023036,0.067194834,0.03425519,0.015152377,0.14765282,0.06459164,0.0096259285,0.15367293
worried,6,topical_political,0.16279885,0.14323364,0.06408921,0.035862625,0.06408667,0.16279885,0.018938456,-0.0045984816,0.07878979
entire,6,animals,0.10765834,0.09696169,0.048407923,0.06072239,0.0683865,0.026530037,0.056055784,-0.010356622,0.10765834
leading,6,topical_political,0.14119785,0.08483092,0.05127223,-0.00422911,0.032382578,0.14119785,0.09649272,0.13259515,0.12983938
block,6,animals,0.15521637,0.112252,-0.048211664,0.013051405,0.08794104,0.14090398,0.08624342,-0.06980856,0.15521637
left,6,dark_humor,0.11460793,0.11460793,-0.019844085,0.07896911,0.038067758,0.04304923,0.09349154,0.043574862,0.075175904
leg,6,animals,0.16709444,0.11403207,0.09672542,0.14148435,0.14044695,0.08143273,0.027149267,-0.0042922767,0.16709444
garbage,6,dark_humor,0.24110602,0.24110602,0.06862438,0.10201579,0.09302784,0.093905166,0.064017385,-0.049927413,0.09652942
washing,6,animals,0.11906625,0.07091048,0.0028874893,0.02548315,-0.001947917,0.040173005,0.035085022,-0.08416982,0.11906625
biting,6,animals,0.2992713,-0.002723366,0.038370002,0.004941034,0.07093355,0.09167904,0.015019072,-0.005677549,0.2992713
fall,6,dark_humor,0.1883187,0.1883187,0.08829886,0.057310812,0.09569508,0.08570658,0.0956109,0.0076295454,0.074262865
little,6,animals,0.15032898,0.047186077,0.07028202,0.080195926,0.059258223,0.09040673,-0.031442944,-0.036499485,0.15032898
employee,6,workplace_office,0.36115903,0.13375753,0.09490684,0.08860296,0.07455014,0.088268355,0.034403663,0.36115903,0.12568879
wrong,6,relationship_family,0.13623427,0.06271508,0.07939543,0.111376144,0.11373635,0.049239088,0.13623427,0.06497657,0.07981923
enough,6,animals,0.1662763,0.0814943,0.08190314,0.06874421,0.04345117,0.10948752,0.1441626,0.10349112,0.1662763
cats,6,animals,0.5088678,0.14287227,0.05029153,-0.005690893,0.24525496,0.11361912,0.089965984,-0.034754064,0.5088678
judge,6,wordplay_puns,0.11436193,0.057856902,0.11436193,0.11024694,-0.0003993567,0.046769165,0.08706693,0.04982686,0.10410853
hands,6,animals,0.14761809,0.07685101,0.025781682,0.02971923,0.08033133,0.06296512,0.13186672,-0.0040931134,0.14761809
tattered,6,dark_humor,0.2352107,0.2352107,0.10498747,0.13935214,0.13044909,-0.039787866,0.019810602,-0.057864804,0.112661965
animal,6,animals,0.57193,0.060153652,0.027883917,-0.02163757,0.31825912,0.10176081,0.0044842754,-0.0069641955,0.57193
chefs,6,relationship_family,0.13237998,0.0903678,0.04146781,0.04125847,0.05039069,0.08756072,0.13237998,0.111673504,0.12511764
child,6,animals,0.1788526,0.10529853,0.14693281,0.1096538,0.12508452,0.0791082,0.070045866,-0.034417715,0.1788526
jack,6,dark_humor,0.24103954,0.24103954,0.15998168,0.111088775,0.06813324,0.14129588,0.09557977,0.055767618,0.20662391
church,6,animals,0.20769146,0.14302829,0.005486589,0.02966896,0.1161439,0.043317225,0.121284544,0.025331328,0.20769146
turtle,6,animals,0.30350056,0.12491737,0.11823307,-0.022808097,0.2383905,0.019790143,-0.00843656,0.056901645,0.30350056
tubas,6,absurd_surreal,0.17787069,0.11111292,0.13375969,-0.073975176,0.17787069,0.051196195,-0.009431505,0.036137886,0.1438641
halo,6,dark_humor,0.2514757,0.2514757,0.09238215,0.04891233,0.12582102,0.14519373,0.15214376,0.06229246,0.15408625
scientist,6,absurd_surreal,0.2376897,0.12804839,0.094268754,0.053845353,0.2376897,0.10421889,0.0327598,0.07102613,0.16370508
mannequin,6,absurd_surreal,0.3064357,0.16761684,0.1158787,0.12359731,0.3064357,0.15083331,-0.01093464,-0.0065825917,0.18779515
windows,6,dark_humor,0.14070061,0.14070061,0.006027784,-0.01637603,0.060017224,0.0439438,0.076787055,0.016880158,0.09924503
impossible,6,absurd_surreal,0.25332326,0.0889795,0.11208244,0.13406876,0.25332326,0.08573228,0.13816404,0.007571983,0.08671269
close,6,dark_humor,0.1675722,0.1675722,0.09919354,0.08442447,0.149261,0.12945016,0.0796272,0.053943686,0.14632244
sofa,6,animals,0.20498279,0.1138041,0.074462816,0.088544786,0.18764523,-0.033368625,0.046068117,0.03488905,0.20498279
miniature,6,absurd_surreal,0.19358398,0.09353213,0.051483013,0.090796866,0.19358398,0.061777525,-0.03519344,0.01982551,0.1797011
course,6,animals,0.16686472,0.10764615,0.034351118,0.056336217,0.061730392,0.080491126,0.048194993,0.08719158,0.16686472
guy,6,topical_political,0.13525583,0.12380986,0.08204304,0.11827202,0.035918806,0.13525583,0.081445806,0.11262016,0.11684489
shovel,6,animals,0.23657726,0.23498103,0.08309142,0.0859628,0.071495175,0.14137574,0.0956577,0.097122334,0.23657726
courtroom,6,relationship_family,0.16973066,0.13392898,0.10896788,0.11511151,0.053753078,0.014871633,0.16973066,0.13054785,0.03597847
adults,5,wordplay_puns,0.111739695,0.08684119,0.111739695,0.05970386,0.037351474,0.068041705,0.07295495,0.005866533,0.078698836
elephant,5,animals,0.4072934,0.102067895,0.05960641,0.019208886,0.3375153,0.1184492,0.00025314465,0.042356562,0.4072934
cowboys,5,animals,0.21408734,0.1368987,0.021279365,0.07952157,0.099931344,0.06493577,0.15195535,-0.00206244,0.21408734
deep,5,dark_humor,0.1768001,0.1768001,0.056384467,0.09830755,0.12999836,0.17226465,0.077781536,-0.091191284,0.09698711
amish,5,absurd_surreal,0.22632204,0.16325012,0.078501165,0.09123509,0.22632204,0.01925863,0.09488838,0.033981554,0.19350493
rather,5,sarcasm_irony,0.13630317,0.10418807,0.08067578,0.13630317,0.053640865,0.10973205,0.050136786,0.0585614,0.12277793
gun,5,animals,0.21418363,0.19731233,0.07792416,0.060652133,0.07364099,0.15957272,0.105935685,0.010969305,0.21418363
grocery,5,animals,0.21896005,0.104559675,0.06592659,-0.02240661,0.13536215,0.12326436,0.1470148,0.11848655,0.21896005
cowboy,5,animals,0.27966654,0.09720175,0.100271754,0.113707565,0.10063463,0.08351245,0.17893828,0.08055954,0.27966654
gas,5,dark_humor,0.18107155,0.18107155,0.13367584,0.07393497,0.15598491,0.17546786,0.07365546,-0.025084425,0.11406876
gallery,5,dark_humor,0.1236032,0.1236032,-0.0015142597,-0.002417829,0.09126094,0.09963906,0.104805574,0.06266673,0.03188055
dangerous,5,dark_humor,0.16598445,0.16598445,0.052687414,0.049971506,0.16169941,0.1231384,0.036943715,-0.060419753,0.07199916
end,5,dark_humor,0.22914946,0.22914946,0.060290724,0.10960136,0.15602478,0.12060885,0.1698849,0.0578889,0.1284865
crown,5,animals,0.20341103,0.12855814,0.035506707,-0.063579075,0.097974315,0.086745925,0.05366649,0.07223428,0.20341103
dinosaurs,5,absurd_surreal,0.34878758,0.18345416,0.07334695,0.021042693,0.34878758,0.0709986,0.04383746,-0.0004435666,0.18190585
date,5,relationship_family,0.16306235,0.076223165,0.042989865,0.034457363,0.07738026,0.07191464,0.16306235,0.15234247,0.094109565
onto,5,sarcasm_irony,0.15158677,0.11445947,0.07956551,0.15158677,0.0907961,0.016453864,0.085006036,-0.009768613,0.12417478
destroyed,5,dark_humor,0.2159464,0.2159464,0.057429247,0.13194853,0.078090884,0.030242708,0.1511711,-0.032825764,0.08722211
stacked,5,dark_humor,0.15100746,0.15100746,0.120201424,0.087099664,0.08899769,0.14889514,0.12887904,0.010011381,0.11448913
drawing,5,workplace_office,0.122658625,0.082715966,0.07301208,0.111972235,0.0950629,0.055770006,-0.019618701,0.122658625,0.10233259
rowing,5,animals,0.17223087,-0.003495507,0.04442274,0.039231807,0.0033997074,0.072914004,-0.0014773794,-0.0081189275,0.17223087
even,5,absurd_surreal,0.14398396,0.082820185,0.13141966,0.13336295,0.14398396,0.057504546,0.10313048,0.089941345,0.1336526
mobster,5,dark_humor,0.19169569,0.19169569,0.057634473,-0.04925413,0.13680638,0.01827265,-0.0018354515,0.011466248,0.14793718
therapy,5,dark_humor,0.19497985,0.19497985,0.012770424,0.1038789,0.08180741,0.100129195,0.10239947,-0.06241318,0.11717644
dive,5,topical_political,0.16220076,0.10730368,0.045908447,0.034545522,0.05365787,0.16220076,0.021719143,0.00810577,0.085577436
dumpty,5,dark_humor,0.24458073,0.24458073,0.2343339,0.104073495,0.0961896,-0.0021254756,0.162507,-0.0076820888,0.12405456
smiling,5,animals,0.13404782,0.11411739,0.036668085,0.102495,0.0733606,0.06926021,0.04395279,0.056889385,0.13404782
cup,5,animals,0.2268905,0.030470798,0.03346752,0.048865747,0.14725234,0.16411288,0.05701704,0.014826901,0.2268905
hanging,5,dark_humor,0.15832646,0.15832646,0.14178632,0.14472522,0.10640811,0.056857705,0.08311728,-0.047891915,0.15327923
others,5,animals,0.14030941,0.090650275,0.043121718,0.06548461,-0.02791008,0.114615664,0.08206653,-0.007828443,0.14030941
creature,5,animals,0.3851459,0.13025211,0.09353167,0.031760894,0.35616055,0.088941865,0.008354184,0.027572755,0.3851459
though,5,sarcasm_irony,0.19980898,0.054439113,0.08655121,0.19980898,0.08627679,0.07399927,0.12248738,0.049953505,0.06458285
petting,5,animals,0.41834664,0.1758452,0.041871212,-0.001630397,0.08242409,0.04273635,0.10304329,-0.0599332,0.41834664
dinosaur,5,absurd_surreal,0.36769456,0.20974983,0.121295966,0.054245204,0.36769456,0.08740386,-0.0015819753,0.030744527,0.23578578
humpty,5,animals,0.23020159,0.09484795,0.19726321,0.1777085,0.19782135,0.087156475,0.075855255,-0.007760182,0.23020159
court,5,relationship_family,0.17673036,0.08206476,0.0957541,0.09103241,0.047306035,0.025791038,0.17673036,0.100195795,0.053220034
pipes,5,animals,0.219848,0.069567785,0.18329509,0.01099698,0.101228535,0.1092259,0.10728191,0.013997734,0.219848
upright,5,sarcasm_irony,0.14401226,0.14095314,0.09771434,0.14401226,0.129179,0.06204394,-0.0061031515,-0.04835066,0.12151502
shirt,5,sarcasm_irony,0.08069836,0.04700169,-0.026983174,0.08069836,0.02440367,0.062428035,-0.018613666,-0.005500693,0.07990814
balcony,5,dark_humor,0.10724152,0.10724152,0.012583418,0.05576565,0.081903294,-0.022784539,0.06412389,0.0367583,-0.0043951347
jet,5,absurd_surreal,0.18779914,0.1787409,0.098374754,0.08156204,0.18779914,0.1474811,0.038541205,0.045408625,0.1782334
jackets,5,animals,0.21021616,0.08596466,0.017763827,0.00078622345,0.05986178,0.071966924,0.02675131,0.026503226,0.21021616
relaxing,5,dark_humor,0.1578914,0.1578914,0.019747935,0.06391658,0.07819474,0.06864232,0.12266533,-0.1028364,0.09426566
backyard,5,dark_humor,0.15087654,0.15087654,0.04828536,0.02893317,0.10639973,-0.0124896765,0.11030908,-0.07508954,0.13046831
nowhere,5,dark_humor,0.10562804,0.10562804,0.0115421545,0.04844826,0.073508024,0.067064606,0.0761708,-0.053653445,0.05614566
cement,5,animals,0.11905414,0.09781224,0.023878241,0.043477386,-0.0055705197,0.07358211,0.050273426,0.042565633,0.11905414
white,5,dark_humor,0.17166272,0.17166272,0.01713868,0.003638681,0.054433033,0.11404376,-0.01275751,0.005462343,0.14058469
intelligent,5,absurd_surreal,0.1916003,-0.018112818,0.037674688,0.120669976,0.1916003,0.05790516,0.10600389,-0.013038735,0.17893912
instruments,5,workplace_office,0.092485584,0.052415878,0.06884649,0.03846891,0.091866404,0.024950642,0.049713552,0.092485584,0.083473876
signs,5,animals,0.14776692,0.12822151,0.016687758,0.11423589,0.12172799,0.14615095,0.10171088,0.05309948,0.14776692
choose,5,animals,0.17297657,0.17232545,0.008336433,0.05517648,0.033711385,0.10622172,0.094691895,0.03117922,0.17297657
placed,5,animals,0.10799375,0.07022295,0.03893417,0.019963175,0.04171735,0.019202989,-0.0020957086,-0.03779721,0.10799375
act,5,sarcasm_irony,0.18830675,0.112882,0.080405205,0.18830675,0.07638114,0.11470851,0.018332053,0.09162242,0.0997703
scientists,5,absurd_surreal,0.18168744,0.095467746,0.0468551,0.010946585,0.18168744,0.13969806,0.04006782,0.02776619,0.13506408
shepherd,5,animals,0.4428331,0.050159976,0.031498775,0.00658321,0.1054664,0.1476511,0.061898675,0.034851115,0.4428331
lounging,5,dark_humor,0.11444246,0.11444246,0.032289863,0.10110177,0.045607336,0.030102212,0.075893916,-0.09962364,0.055949744
ride,5,animals,0.17484172,0.0948436,0.07083995,0.042626586,0.08331314,0.09898068,0.050527994,-0.06338346,0.17484172
lamp,5,absurd_surreal,0.22119126,0.14373097,0.10513107,0.10274586,0.22119126,-0.014401209,0.052502964,0.07364157,0.1103819
beer,5,animals,0.20331521,0.06644143,0.09845111,0.04301635,0.11549324,0.14045167,0.07929967,-0.011011239,0.20331521
waving,5,sarcasm_irony,0.19853461,0.055942506,0.077891745,0.19853461,0.09227377,0.07134376,0.058424853,0.073781446,0.057402905
wedding,5,relationship_family,0.3064708,0.27467656,0.04995456,0.025916643,0.089630246,-0.04505512,0.3064708,0.06958034,-0.040374875
book,5,dark_humor,0.14248858,0.14248858,0.058099076,0.06807404,0.11506006,0.054058105,0.06617257,0.030696228,0.12436344
walks,5,animals,0.18611698,0.06934987,0.033685833,-0.04040714,0.04067221,0.04952643,0.13121468,0.0030026138,0.18611698
set,5,dark_humor,0.12693429,0.12693429,-0.00013856217,0.037752874,0.08552756,0.04204981,-0.02059012,0.024129674,0.079548895
lawyer,5,relationship_family,0.17480943,0.092279434,0.08208771,0.052373335,0.060975466,0.033427965,0.17480943,0.13317835,0.11808739
shape,5,absurd_surreal,0.20018087,0.16419128,-0.005799178,0.09261134,0.20018087,0.11328609,-0.0012391284,0.036974758,0.16855724
calm,5,animals,0.16898915,0.12155478,0.10685711,0.16233456,0.04284993,0.124351926,0.07098999,0.018186368,0.16898915
kites,5,animals,0.15260369,0.12674572,0.1192413,0.08752381,0.09450268,0.010925587,0.059352085,-0.0035770722,0.15260369
kite,5,animals,0.1470157,0.1220826,0.1402369,0.10620061,0.079564966,0.015916102,0.03968275,0.0110987555,0.1470157
far,5,sarcasm_irony,0.16050297,0.114133105,0.076893434,0.16050297,0.15087876,0.11654209,0.11244447,0.05295894,0.10804088
kings,5,dark_humor,0.16231777,0.16231777,0.057252858,0.016314037,0.028698487,0.05882311,0.033920795,0.006918447,0.091866024
kind,5,dark_humor,0.19421521,0.19421521,0.046548247,0.14707166,0.1160962,0.11584552,0.05855351,0.03127663,0.18731572
barber,5,animals,0.21732244,0.08685324,0.123743705,-0.042208225,0.12420766,0.12359418,0.07531306,0.11683899,0.21732244
band,5,dark_humor,0.18174703,0.18174703,0.07722046,0.011195263,0.10686022,0.041197766,0.0619576,-0.059018493,0.111573756
sized,5,animals,0.12242628,0.009690169,0.02811098,0.0547351,0.042762414,0.055457626,-0.036086664,0.043866247,0.12242628
cart,5,animals,0.17806895,0.05535863,0.13166302,-0.010009536,0.10806038,0.1689623,0.05747237,0.089526,0.17806895
fit,5,topical_political,0.13130319,0.09067489,0.03481086,0.06975284,0.03405176,0.13130319,0.07103425,-0.031883776,0.08976664
times,5,animals,0.18166065,0.10465573,0.072424516,0.05513929,0.029785022,0.09751674,0.1353923,0.074632674,0.18166065
neck,5,animals,0.21160215,0.13343441,0.076632686,0.044060625,0.09906303,0.05227061,0.025552437,0.038762726,0.21160215
winking,5,sarcasm_irony,0.17377608,0.07375319,0.14821447,0.17377608,0.16533792,0.06788145,0.006080561,0.15081978,0.11676578
tornado,5,dark_humor,0.28807592,0.28807592,0.065235786,-0.0112493895,0.17083448,0.13377097,0.09945868,-0.010883531,0.0722391
hit,5,sarcasm_irony,0.14186552,0.11264722,0.04220847,0.14186552,0.05695242,0.08805163,0.017341007,0.02014433,0.10688972
tries,5,dark_humor,0.1545558,0.1545558,0.07818559,0.07864812,0.14893721,0.07517405,0.07227489,-0.07285554,0.13538261
completely,5,dark_humor,0.13558576,0.13558576,0.060391303,0.08140716,0.118554845,0.0811994,0.077950746,0.025287604,0.09697804
cop,5,animals,0.16943777,0.12664983,0.095888935,0.04105324,0.10523789,0.11902389,0.0882846,0.056131475,0.16943777
falling,4,dark_humor,0.16439135,0.16439135,0.083769,0.07376943,0.1456517,0.05859517,0.07969999,-0.024632698,0.055604678
eye,4,animals,0.17596102,0.1099713,0.10389337,0.08165135,0.12557371,0.11756706,0.008656224,0.08408175,0.17596102
world,4,absurd_surreal,0.1903398,0.16337882,0.05043336,0.048721515,0.1903398,0.07679655,0.04467999,-0.015981516,0.0925562
bat,4,animals,0.22098047,0.0622356,0.092461765,0.06727296,0.083362214,0.11651817,-0.0086151045,0.011506356,0.22098047
marching,4,dark_humor,0.24255286,0.24255286,0.0539395,0.10224311,0.0534879,0.14867075,0.096977785,-0.03806079,0.073380105
several,4,dark_humor,0.13645983,0.13645983,0.0278205,0.078460515,0.035011463,0.11043909,0.09755275,-0.0417362,0.11645785
path,4,dark_humor,0.17535768,0.17535768,0.055440187,0.002000045,0.101031765,0.09260936,0.06192293,-0.062953226,0.16716681
stocks,4,animals,0.10549716,0.09280796,0.0049489336,-0.014936424,0.0474948,0.09710869,0.048051205,0.03142642,0.10549716
laptop,4,animals,0.11059956,0.09931341,0.037629046,0.068673246,0.099615365,0.0694025,0.074175715,0.09325673,0.11059956
box,4,animals,0.22196887,0.17741907,-0.038188316,-0.093004145,0.14469981,0.124529295,-0.02710797,0.065002285,0.22196887
frankenstein,4,dark_humor,0.3150921,0.3150921,0.03268041,-0.017273333,0.29503936,0.016347963,0.12487542,0.030750185,0.053494833
phones,4,animals,0.16615883,0.11974127,0.10287604,-0.05814376,0.12675472,0.083843395,0.12686357,0.079909965,0.16615883
flooded,4,topical_political,0.22274858,0.09733516,-0.0033344254,0.009737548,0.0727168,0.22274858,0.05900117,-0.031296626,0.09380321
moses,4,animals,0.16618967,0.08005325,0.10120828,0.07808701,0.1436844,0.030084752,-0.012594334,-0.04095593,0.16618967
lawn,4,dark_humor,0.1989776,0.1989776,0.17357597,0.094760776,0.08915762,0.06765299,0.078171,0.011298919,0.19596332
kids,4,animals,0.18432638,0.114377566,0.0913118,0.06623086,0.097373106,0.13504499,0.15029077,-0.052075543,0.18432638
god,4,animals,0.18273947,0.12984243,0.056883465,0.049526013,0.1264157,0.12559433,0.10753718,0.07141411,0.18273947
monsters,4,absurd_surreal,0.29919767,0.26097417,-0.039575446,-0.09229236,0.29919767,0.031078903,0.11022277,0.027446207,0.2526797
butler,4,relationship_family,0.12914783,0.072446465,0.070888475,0.041685715,0.035979412,0.12546273,0.12914783,0.07830962,0.061836444
dough,4,dark_humor,0.2208009,0.2208009,0.10005635,0.07302622,0.07600784,0.061169177,0.04256218,0.057647094,0.081951156
apple,4,animals,0.15788108,0.107622914,0.020648656,-0.0033901408,0.11064395,0.057853233,0.05862707,0.053279094,0.15788108
without,4,relationship_family,0.12489637,0.083703324,0.034155384,0.09195678,0.048559878,0.04760891,0.12489637,-0.049224284,0.076647386
burning,4,dark_humor,0.3120795,0.3120795,0.12683225,0.1476079,0.15520185,0.057180934,0.08819618,-0.04939554,0.06252672
hitchhiker,4,relationship_family,0.20947948,0.15153916,0.13389108,0.06853457,0.20439422,0.014332233,0.20947948,0.043697514,0.16007179
give,4,animals,0.20589931,0.1454729,0.08404841,0.096713915,0.061737165,0.11727929,0.07353487,0.08783611,0.20589931
vehicle,4,animals,0.19756323,0.084387824,0.04385706,0.043579854,0.1588099,0.11345347,0.116012946,-0.027258521,0.19756323
werewolf,4,animals,0.27628106,0.2127664,-0.01523676,-0.101021275,0.20492828,0.010201918,0.06375231,-0.07737585,0.27628106
pulling,4,animals,0.16005749,0.07495148,0.11903895,0.061953455,0.04937263,0.09042505,0.13806237,0.019012956,0.16005749
girl,4,topical_political,0.11411366,0.08505623,0.059042167,0.049925208,0.03290785,0.11411366,0.07129463,0.006272467,0.107642256
bucket,4,animals,0.1913025,0.103950694,0.11351203,0.03937429,0.14653058,0.13923398,0.06379141,0.04520893,0.1913025
weird,4,absurd_surreal,0.23476836,0.09307544,0.045403052,0.0008125827,0.23476836,0.04746508,-0.0010274611,0.07866898,0.035451256
replaced,4,animals,0.12274093,0.06638177,0.04198449,0.07078328,0.052006036,0.060331903,0.061765414,0.0658773,0.12274093
radiator,4,absurd_surreal,0.11505997,0.061017707,0.0024888096,0.06526095,0.11505997,0.077060185,0.030536693,-0.043444015,0.103463545
policeman,4,animals,0.19437042,0.12430233,0.08527778,0.016624304,0.11154193,0.04112315,0.075145066,0.03296051,0.19437042
beached,4,sarcasm_irony,0.13069302,0.12341426,0.044750385,0.13069302,0.015806882,0.09755091,0.09238267,-0.008939713,0.06660102
live,4,dark_humor,0.19140634,0.19140634,0.03312868,0.113889664,0.04874827,0.11149114,0.075033136,-0.0020438656,0.07392569
mountains,4,dark_humor,0.1032775,0.1032775,0.030940231,0.03910053,0.07866039,0.027438086,0.10140039,-0.013162389,0.09368082
frowning,4,dark_humor,0.27467826,0.27467826,0.133946,0.093390815,0.10959393,0.09361237,0.1015784,0.07215944,0.16457334
beside,4,dark_humor,0.12323971,0.12323971,0.0034534666,0.09026311,0.05694161,-0.0018346794,0.022117693,-0.0718894,0.092737995
beanstalk,4,animals,0.17405124,0.08835816,0.06684444,0.016130641,0.1576949,0.044546377,0.060276,0.09193143,0.17405124
bench,4,sarcasm_irony,0.11233358,0.03143202,0.05370564,0.11233358,0.049122773,0.049449753,0.015007723,0.045413796,0.104613476
realtor,4,workplace_office,0.0955611,0.06071656,-0.016635466,0.015939442,0.070251964,0.0509644,0.021656062,0.0955611,0.048921254
palm,4,sarcasm_irony,0.15938833,0.05569609,0.13867646,0.15938833,0.046470676,0.075114205,0.08531167,0.042567752,0.101498224
rabbit,4,animals,0.40681934,0.112815745,0.16069435,0.111560345,0.28433228,0.12642577,0.04499446,-0.031900108,0.40681934
hiker,4,workplace_office,0.12588555,0.052160565,0.070988774,0.0048120967,0.057449855,0.10528618,0.058224317,0.12588555,0.11683443
outfit,4,dark_humor,0.19582543,0.19582543,0.0065111783,-0.006361019,0.07478046,0.12505436,-0.026890934,0.0040712114,0.1773546
line,4,animals,0.16905624,0.13342072,0.11110588,0.076723486,0.116641924,0.08864617,0.041786585,0.04298901,0.16905624
bears,4,animals,0.3530229,0.032943845,-0.01478141,-0.02606542,0.18610427,0.019605672,0.044276915,-0.02885649,0.3530229
roller,4,animals,0.17066391,0.13675302,0.0750114,-0.048487544,0.031766992,-0.01180638,0.051185198,0.08231214,0.17066391
bbqing,4,animals,0.10323472,0.080531426,0.012337329,-0.038991503,0.07238533,0.043357782,0.049335454,-0.044397797,0.10323472
nest,4,animals,0.29395658,0.13245256,0.06029773,0.006710311,0.11851241,0.1942886,0.114257455,-0.0073209833,0.29395658
whales,4,animals,0.34389862,0.09756392,0.030292293,0.019559257,0.26539108,0.09115816,-0.013884237,-0.04105091,0.34389862
element,4,animals,0.10886138,0.068673626,-0.021993835,0.038716823,0.09710154,-0.084066056,0.00036402047,-0.07421156,0.10886138
sun,4,absurd_surreal,0.17569381,0.12451209,0.1063305,0.06773094,0.17569381,0.115735516,0.11587466,0.004562514,0.1636645
lobby,4,topical_political,0.1740703,0.10960263,0.0073432066,0.02092489,0.09278589,0.1740703,0.04818371,0.12841654,0.116889484
smart,4,absurd_surreal,0.15090914,-0.018461224,0.028289959,0.13952456,0.15090914,0.042057034,0.13251251,0.04341229,0.1173418
booth,4,workplace_office,0.13326451,0.056965888,0.0107143745,-0.012121962,0.02030613,0.11097109,-0.07859853,0.13326451,0.035360686
satan,4,absurd_surreal,0.22790211,0.18748835,0.04263535,0.021391068,0.22790211,0.107001804,0.10616791,0.028378712,0.17895555
body,4,dark_humor,0.21534282,0.21534282,-0.017157566,0.07323208,0.13909394,0.09429353,0.034325726,-0.061674893,0.14682417
leader,4,topical_political,0.2027414,0.14307974,0.039466012,0.0099426545,0.03399848,0.2027414,-0.0145004,0.123635806,0.17574078
lizards,4,animals,0.26348206,0.042666327,0.020919139,-0.002517296,0.22215566,-0.0073076896,0.03227704,-0.0021283478,0.26348206
roof,4,animals,0.16709931,0.15121949,0.0048520863,0.013194565,0.061789796,0.0471437,0.0066447314,-0.015391974,0.16709931
gear,4,animals,0.17820096,0.16558845,0.044326786,0.054024495,0.09585544,0.03478348,0.07162525,0.14197096,0.17820096
hiking,4,topical_political,0.11673977,0.062356815,0.0074665435,-0.024034914,0.0038848706,0.11673977,0.06689826,-0.046695616,0.055844393
ledge,4,dark_humor,0.15995677,0.15995677,0.08883949,0.02421137,0.0862069,0.052087083,0.02512735,0.08786966,0.14959055
mosquitoes,4,animals,0.21236253,0.099430114,0.1046865,0.03458647,0.19897312,0.15713862,0.032023206,-0.008489184,0.21236253
robe,4,dark_humor,0.13774511,0.13774511,-0.022347217,0.0035992088,0.033701442,0.09491902,0.0046503097,0.027927317,0.081105165
selling,4,workplace_office,0.16929948,0.08214551,0.018457802,0.047852986,0.017804343,0.1396837,0.100694895,0.16929948,0.14830454
cafe,4,animals,0.14783294,0.039484754,0.06207008,0.12743348,0.06345582,0.105671026,0.11807057,0.068759605,0.14783294
calling,4,animals,0.12341506,0.08019303,0.04149523,0.04813519,0.070483565,0.10973251,0.078637734,0.0534442,0.12341506
say,4,animals,0.13191377,0.10063684,0.09246883,0.05543991,0.023414396,0.11933181,0.054332145,0.008885784,0.13191377
propeller,4,absurd_surreal,0.23903263,0.16746014,0.09011266,0.013252612,0.23903263,0.043841224,0.050863508,0.050207894,0.15758684
pancakes,4,dark_humor,0.17696086,0.17696086,0.07916054,0.07820724,0.1136111,0.12942787,0.09991474,0.03839541,0.0801487
somehow,4,absurd_surreal,0.19785191,0.10268977,0.075340286,0.105147794,0.19785191,0.14247179,0.08801723,-0.0009597079,0.097895965
put,4,animals,0.14858446,0.13896193,0.13470471,0.07230073,0.1063083,0.0858742,0.015360035,0.033505395,0.14858446
male,4,animals,0.14122547,0.070906125,0.07762461,0.036493547,0.025623865,0.11737716,0.08051243,0.08892624,0.14122547
tall,4,sarcasm_irony,0.10740131,-0.017756578,0.0698089,0.10740131,0.062442865,0.0473195,0.01613618,0.050044134,0.06718141
since,4,topical_political,0.14955714,0.03904133,0.021894693,0.14083564,0.029375006,0.14955714,0.10133891,0.01185067,0.08260807
customer,4,workplace_office,0.1798394,0.054546237,0.09687816,0.08608294,0.07984004,0.14048648,0.04659883,0.1798394,0.15638085
hunter,4,animals,0.28342295,0.13046755,0.03043313,0.04405444,0.0582619,0.104042634,0.07476505,-0.04551915,0.28342295
chatting,4,animals,0.13508874,0.07044377,0.12115578,0.075683646,0.08444452,0.069391705,0.0758154,0.057327352,0.13508874
ufos,4,absurd_surreal,0.4778821,0.13100052,-0.028712414,0.01302219,0.4778821,0.06857219,0.1255564,-0.039538197,0.070569076
chart,4,animals,0.14011306,-0.010549891,0.019526739,0.013696041,-0.055011634,0.07015202,0.041848294,0.13565305,0.14011306
umbrella,4,animals,0.21721631,0.10695808,0.07357472,0.023320712,0.15811229,0.06886427,0.06348788,0.07217003,0.21721631
