contest_id,num_captions,image_locations,image_descriptions,image_uncanny_descriptions,entities,questions,Top Rated caption,The New Yorker's winner,date,Number of votes
579,6999.0,['the living room'],['A man and a woman are sitting in their living room. A cat is lounging between them on his own chair.'],['The cat is dressed up like a king.'],"['https://en.wikipedia.org/wiki/King', 'https://en.wikipedia.org/wiki/Cat']",['Is the cat the ruler of this house?'],“The truth is you came from a box of free kittens.”,,2017-08-27,480412
580,4141.0,"['a kingdom', 'a throne room']","['Two knights are standing guard in a throne room. one is in a hammock put up between two pillars.', 'A king is in his castle in a hammock. He is talking to a nearby soldier.', 'There are two medieval guards in the throne room of a castle. One guard is standing next to the throne with spear in hand. The other guard has a hammock set up between two columns and he is lounging in it. The guard in the hammock is talking.']","['The king is in a hammock. Hammocks are usually found outside in modern times.', ""It is unusual for a king's guard to be lounging in a hammock while on duty."", ""A guard shouldn't have a hammock where he's supposed to be standing guard.""]","['https://en.wikipedia.org/wiki/Hammock', 'https://en.wikipedia.org/wiki/Royal_guard', 'https://en.wikipedia.org/wiki/Bodyguard']","['Why is the guard in a hammock?', 'What is the lounging guard saying?', 'Why is he in a hammock?', 'Why is there a hammock in a castle?']","“When he starts acting like a king, I'll start acting like a guard.”",,2017-09-03,425835
581,5694.0,"['mount sinai', 'a mountain top']","[""A Moses-like figure is standing on top of a mountain holding two tablets and is looking up into the sky with a confused/worried look on his face. A giant hand is reaching down from a cloud towards the man and it's holding a sweater."", 'A man is watching a hand coming through the clouds with a sweater. Man Is wearing a robe and holding on to two things close to his chest and has a worried look.', 'Moses is holding the Commandments and standing on a mountaintop. The hand of God is giving him a jacket.']","['The jacket is very modern and out of its time.', 'A huge hand coming out of the clouds is the most unusual element in the picture.', 'This is a well-known story of Moses receiving the ten commandments from God on top of a mountain so seeing God give Moses what looks like a turtleneck sweater is surprising and unusual.']","['https://en.wikipedia.org/wiki/Moses', 'https://en.wikipedia.org/wiki/God', 'https://en.wikipedia.org/wiki/Act_of_God', 'https://en.wikipedia.org/wiki/Sweater', 'https://en.wikipedia.org/wiki/Ten_Commandments']","['Why is God or this large hand giving the man a sweater?', 'Why does Moses need a jacket?', 'What deal is being made here?']",“Expect a chilly reception at the circumcision symposium.”,,2017-09-10,203573
582,3778.0,"['road', 'street']","['Two people are riding a two person bike down the road. They are both on the phone.', 'Two people are riding on a single bike that is stretched out massively. Each person has their own pedals, seat, and steering wheel but they only have one wheel each. They are both on their phones.', ""A man and woman are riding on a tandem bicycle but this bicycle is extremely long. They are both on their cell phones and it's likely that they are talking to each other.""]","['The length of the bike that the cyclists are riding is much longer than it should be. It would not be realistic to be able to safely ride it.', 'It is weird to have a bike that extended and to have the parts split up in such a way. It is also strange how the two people are mirroring each other with the phone and hand placement.', 'The bicycle is unusually long.']","['https://en.wikipedia.org/wiki/Tandem_bicycle', 'https://en.wikipedia.org/wiki/Tandem_bicycle#:~:text=A%20tandem%20bicycle%20or%20twin,not%20the%20number%20of%20riders.', 'https://en.wikipedia.org/wiki/Road_cycling', 'https://en.wikipedia.org/wiki/Mobile_phone']","['Are the people on the bike speaking to each other on their cell phones?', 'Why is the bike so outstretched?', 'Why would they choose a bike that long to ride?', 'Are they calling one another on the phone?']","“Yes, I see the train but I think we can beat it.”",,2017-09-18,196119
583,6115.0,"['the front desk', 'office']","['Several people are walking through the lobby of an office building. On one side of the office a man is restrained in the stocks, possibly as some type of punishment.', 'A man and woman are walking into a building. There is another man in stocks.', 'There is a man and woman in office attire walking through the lobby of a building with other office workers in the background. The man is talking to the woman while they both watch another office worker to the far right side with his hands and head locked up in a stockade.']","['A man is being restrained in a way that has not been used for hundreds of years and it is happening in a modern environment.', 'The stocks are out of place in this time period.', 'it is unusual for an office worker to be locked up in a stockade in a lobby setting.']","['https://en.wikipedia.org/wiki/Physical_restraint', 'https://en.wikipedia.org/wiki/White-collar_worker', 'https://en.wikipedia.org/wiki/Pillory', 'https://en.wikipedia.org/wiki/Punishment']","['What did the man do?', 'Why is the office worker locked up in a stockade in a lobby?', 'What is the man saying to the woman?', 'What did the man do to end up in the stocks?', 'Why did they choose such an old method of punishment for the man?']",“So much for the suggestion box being anonymous”,,2017-09-25,342411
584,6292.0,"['an empty room', 'at a work location']","['Many clones of the same guy step out into the hallway from a room. A woman stands in shock as she uses her phone.', 'There are a bunch of men that look identical coming into a room. A woman is on the phone staring at them.', 'A large group of men are exiting a room in an office. This group of men are all exact clones of one another. A woman is nearby on the phone and looking on with a shocked expression.']","['There are not this many identical people in the world. These are clones which do not exist.', 'There are a dozen or more men that are in the same place and are perfect replicas of one another.', 'All the men look the same. This is not possible.']","['https://en.wikipedia.org/wiki/Crowd', 'https://en.wikipedia.org/wiki/Office', 'https://en.wikipedia.org/wiki/Cloning', 'https://en.wikipedia.org/wiki/Human_cloning']","['How did the man clone himself?', 'Why are so many identical men in the same place at the same time?', 'Why are all the men exactly the same?']","“Hold on, the Senate Committee on Women's Health is getting out.”",,2017-10-01,501501
585,4703.0,"['kitchen', 'a kitchen']","[""In a kitchen there is a little boy holding a Genie's lamp who is looking up at a Genie. But the Genie isn't appearing from the lamp. Instead, the Genie is coming out of a toaster on the kitchen counter and he is now talking to the little boy."", 'A boy is holding a lamp in front of the kitchen counter. A genie is coming out of the toaster.', 'A genie is coming out of a toaster. The boy is holding the lamp. But the genie is coming out of a toaster instead.']","['Genies come out of lamps, not toasters.', 'A genie would normally come out of the lamp.', 'It is unusual for a Genie to be coming out of a toaster.']","['https://en.wikipedia.org/wiki/Aladdin', 'https://en.wikipedia.org/wiki/Jinn', 'https://en.wikipedia.org/wiki/Toaster']","['What does the boy wish for?', 'Why is the genie coming out of a toaster?', 'What is the Genie saying?', 'Why is the Genie coming out of a toaster?']","“I went ahead and fixed the bagel setting, too. So with parts and labor, that actually comes out to two wishes.”",,2017-10-09,356787
586,4965.0,['the sidewalk'],['Two people are walking a dog outside. A giant vaccum cleaner is in the air in front of them.'],"[""Vacuum cleaners aren't that large and they don't fly.""]","['https://en.wikipedia.org/wiki/Vacuum', 'https://en.wikipedia.org/wiki/Alien_abduction']",['Where did the vacuum come from?'],“Of course it looks alien to you. You've never used one.”,,2017-10-16,480072
587,6014.0,"['art gallery', 'museum']","['A few deer go to an art exhibit to look at deer signs. They walk on their hind legs standing up.', 'Three deer are looking at deer crossing signs. They appear to be confused about it.', 'Three deer are at an art museum admiring road signs. The signs have pictures of deer on them.']","['Deers are not able to walk or appreciate art.', ""Deer don't walk upright."", 'Deer are standing up at a museum admiring road signs of deer crossings.']","['https://en.wikipedia.org/wiki/Road_signs_in_the_United_States', 'https://en.wikipedia.org/wiki/Traffic_sign', 'https://en.wikipedia.org/wiki/Deer']","['Why is there a deer exhibit?', 'Why are deer acting like people here?', ""Do they understand what they're seeing?""]",“I see myself in so much of his work.”,,2017-10-23,488546
588,,,,,,,"“Siri, how far can a hunchback jump?”",,2017-10-30,295566
589,6090.0,"['restaurant', 'a restaurant']","['There is a man at a restaurant with a huge menu the size of a table. The waiter is taking his order.', 'A man is sitting at the table in a restaurant reading a menu. A waiter is chatting with him and getting his order.', 'A man is sitting in a restaurant with a menu that is twice his size and looking towards the waiter who is standing next to him with a smile on his face. Man appears to be bit confused.']","['The menu is gigantic.', 'The size of menu the man is holding is the unusual element.', 'The man has a huge menu that is larger than the table.']","['https://en.wikipedia.org/wiki/Menu', 'https://en.wikipedia.org/wiki/Waiting_staff']","['Why does the man have such a huge menu?', 'Why is the menu book that large?', 'Why is the menu so big?']",“Can I tell you about a few items that aren't on the menu?”,,2017-11-06,628409
590,6038.0,['a cave'],['A giant lizard is drawing on a cave wall. Two cavemen are spying on him.'],"[""Lizards don't have opposable thumbs and can't draw pictures.""]","['https://en.wikipedia.org/wiki/Cave_painting', 'https://en.wikipedia.org/wiki/Dinosaur', 'https://en.wikipedia.org/wiki/Caveman']",['Who lives in that cave?'],"“He did my summer cave in Lascaux, too.”",,2017-11-13,891586
591,5428.0,"[""a therapist's office""]","['A psychiatrist is seeing a patient in his office. The patient is laying in a bathtub.', 'A man is in a bath sub with scared look on his face and another man with facial hair is sitting on a couch looking towards the other man with a brush in his hand.', 'A man is taking a bath in a tub in a therapist office. The therapist has a brush and is talking to him.']","['There is a tub in a therapy office. Tubs belong in bathrooms.', 'Two men in a bathroom with one man watching the other seems to be unusual.', ""A psychiatrists office doesn't have bathtubs in it.""]","['https://en.wikipedia.org/wiki/Bathtub', 'https://en.wikipedia.org/wiki/Therapy']","['Was the man forced to go into the bath tub?', 'What is a bathtub doing in there?', 'Why is there a man in a tub in a therapy office?']","“My methods are Jungian. Sometimes a bar of soap *is* just a bar of soap, you know...”",,2017-11-20,683358
592,7175.0,"['classroom', 'lecture hall']","['A bunch of ducks are at computers. Two scientists look at them.', 'Two people in lab coats are in what looks like a lecture hall. Ducks are seated where the students would be with laptops open in front of them.', 'Two people dressed in lab coats are standing in front of a large stadium seating amphitheater classroom. In each of the seats there is a bird sitting in front of a laptop computer.']","['Ducks are in the seats in place of humans.', ""It's unusual for birds to be all seated peacefully and in front of laptop computers. You also expect to see human students in this type of setting, not birds."", 'There are ducks on computers. Ducks are not that smart.']","['https://en.wikipedia.org/wiki/Laptop', 'https://en.wikipedia.org/wiki/Scientist', 'https://en.wikipedia.org/wiki/Infinite_monkey_theorem', 'https://en.wikipedia.org/wiki/Duck']","['What are the people in lab coats studying about the birds?', 'Are the birds using the laptop computers?', 'What does a duck need to learn?', 'Why are there a bunch of ducks at computers?']",“Do you ever want to wring your own neck?”,,2017-11-27,1021316
593,7819.0,"['living room', 'a living roo']","['A man is standing next to the table and calling someone on the phone. Man looks concerned and there is a knife stabbed on this back with couple pieces of paper.', 'A man is speaking on the phone with someone. There is a note stuck into his back with a knife.', 'A man calls someone on a corded telephone with a piece of paper knifed to his back. He is calm about what happened to him.']","['The man has been stabbed and should be keeling over.', 'Man taking on the phone with a knife stabbed on this back is unusual.', 'People who have been stabbed do not react this calmly. They are also bleeding and in a lot of pain.']","['https://en.wikipedia.org/wiki/Telephone_call', 'https://en.wikipedia.org/wiki/Telephone', 'https://en.wikipedia.org/wiki/Betrayal', 'https://en.wikipedia.org/wiki/Ninety-five_Theses']","['Why did someone stab the knife on his back?', 'Why is he so calm after being stabbed in the back?', 'Who is he calling?']",“It's not so much what she said as how she said it.”,,2017-12-04,619876
594,3548.0,"['a pathway', 'park']","['A couple is walking through the park. There are two trees with happy faces looking at them.', 'A couple is hugging and walking together. Two happy trees look at them. It is fall.', 'A couple is walking down a park path. They are surrounded by trees and leaves.']","['Trees do not have animated faces.', ""The trees are alive and happy. Trees don't smile."", 'The trees have faces on them.']","['https://en.wikipedia.org/wiki/Anthropomorphism', 'https://en.wikipedia.org/wiki/Emoji', 'https://en.wikipedia.org/wiki/Intimate_relationship', 'https://en.wikipedia.org/wiki/Tree', 'https://en.wikipedia.org/wiki/Trees']","['Why are the trees happy for the couple?', 'Why are the trees alive?', 'Why do the trees have faces?']",“I remember them from last year. They must be perennials.”,,2017-12-11,260848
595,5621.0,['a department store'],"['Three employees in a clothing store are sorting through the inventory. Two of these employees are women and one of them is a snowman. The woman on the left is looking at the woman on the right with an angry expression.', 'Two women are looking through clothes at a store. A snowman is watching them.', 'A snowman is shopping at a clothing store. There are two co-workers at the store who do not seem to notice the snowman.']","[""A snow man is working in a retail store. Snowmen can't move and it would melt under these conditions."", 'Snowmen are inanimate objects that do not go shopping.', 'There is a snowman in a snow.']","['https://en.wikipedia.org/wiki/Retail_clerk', 'https://en.wikipedia.org/wiki/Work_(human_activity)', 'https://en.wikipedia.org/wiki/Snowman']","['Why did the snowman choose to work in this store?', 'What is the snowman doing?', 'What is the snowman shopping for?', 'How is the snowman not melting?']","“Surprise, surprise. The new manager is a fat white guy with no pants.”",,2017-12-18,421560
596,5922.0,"['a bar', 'bar']","['A lady is sitting on the bar offering a mug of beer to Satan who is sitting on the far end of the counter. Satan has a confused look on his face and the lady seems to be in happy mood.', ""A man is drinking in a bar. He's acknowledging Death, who is seated a ways a way. He offers him a beer."", 'The grim reaper is at a bar. A man offers him a mug of beer.']","['The grim reaper is at a bar.', 'Satan at the bar looking towards the lady with a confused look is unusual. Lady in happy mood even after seeing Satan is also unusual.', 'Death is sitting in the middle of a bar.']","['https://en.wikipedia.org/wiki/Round_of_drinks', 'https://en.wikipedia.org/wiki/Death_(personification)', 'https://en.wikipedia.org/wiki/Alcohol_intoxication']","['Is the lady going to die?', 'What happened next?', 'Why is the grim reaper at the bar?']","“C’mon, live a little.”",,2017-12-25,338162
597,,,,,,,"“Actually, I did leave my bag unattended for a few minutes. Why?”",,2018-01-01,818622
598,2919.0,['a cave'],['Two men stand at the top of a mountain. The man on the right is sitting on a green yoga ball.'],['A man on the top of a mountain has a green yoga ball to sit on.'],"['https://en.wikipedia.org/wiki/Nomad', 'https://en.wikipedia.org/wiki/Hiking', 'https://en.wikipedia.org/wiki/Exercise_ball']",['Where did the man at the top of the mountain get a green yoga ball to sit on?'],“I'm the fitness guru. The wisdom guru is one mountain over.”,,2018-01-08,347381
599,5578.0,"['cave', 'a cave']","[""Three cavepeople are talking. A dinosaur is biting the man's leg. They are in a cave."", 'Three cave people are inside of a cave. There is a lizard biting the ankle of one of the men.', ""Two cavepeople enter someone's cave to find the person attacked by a reptile. The reptile has its mouth around the person's ankle.""]","[""A dinosaur is biting the man's leg. Dinosaurs did not exist during caveman times."", 'If someone was bitten by a reptile then they would be bleeding.', ""Lizards don't typically behave this way.""]","['https://en.wikipedia.org/wiki/Dinosaur', 'https://en.wikipedia.org/wiki/Caveman']","['Why did the reptile bite the man?', ""Why is there a dinosaur biting the man's leg?"", 'Why is the lizard biting him?']",“I dreamt last night that some day judges might just require a small plastic bracelet”,,2018-01-15,511658
600,6043.0,['a UFO'],['There is a dog on a spaceship. He is surrounded by aliens. The aliens are staring at him.'],['There is a dog in an alien spacecraft.'],"['https://en.wikipedia.org/wiki/Extraterrestrial_life', 'https://en.wikipedia.org/wiki/Dog']",['Why is there a dog in a spaceship?'],“Mission accomplished. We will report that this planet's inhabitants are friendly and playful.”,,2018-01-22,757243
601,5011.0,"['desert', 'the desert']","['A cactus has legs and is walking. Two joggers are running and one woman is staring at it.', 'Two people are being followed by a cactus in the middle of the desert. The woman looks back with a worried face.', 'A man and a woman are running through the desert. There is a cactus running behind them.']","['Cactus cannot follow people. They are stationary on the ground.', 'The cactus has legs and is walking.', 'Cacti are stationary plants and cannot move.']","['https://en.wikipedia.org/wiki/Jogging', 'https://en.wikipedia.org/wiki/Cactus', 'https://en.wikipedia.org/wiki/Dehydration']","['Why is the cactus following them?', 'Why is the cactus running after them?', 'Why does the cactus have legs?']",“I thought you said it wouldn't need much attention.”,,2018-01-29,468015
602,7675.0,"['hospital', 'a hospital']","['A doctor and a bunch of chefs are standing around a hospital bed. A gingerbread man is laying in it.', 'There is a gingerbread man in bed at a hospital. He is huge. He is surrounded by a doctor along with bakers.', 'One man that seems to be a doctor is checking on his patient. The patient is a gingerbread man. Behind the doctor are a bunch of chefs and they all seem very happy and excited while the gingerbread man seems very nervous.']","['A gingerbread man is alive and in the hospital. There are several chefs rather than doctors looking after him.', 'There is a human-sized gingerbread man in a bed at a hospital.', 'Gingerbread men are not sentient beings.']","['https://en.wikipedia.org/wiki/Gingerbread_man', 'https://en.wikipedia.org/wiki/Chef%27s_uniform', 'https://en.wikipedia.org/wiki/Chef']","['What is wrong with the gingerbread man?', 'How is a gingerbread man a living breathing creature?', 'Why are the chefs allowed in the hospital to supervise?', 'Why is the gingerbread man in a hospital?']",“The operation went well—you’re one tough cookie.”,,2018-02-05,882768
603,6944.0,['a cliff side'],['An explorer gets to the top of a cliff and finds a wise man. There are people sitting at tables in the background.'],['The top of the mountain looks like a restaurant.'],"['https://en.wikipedia.org/wiki/Hiking', 'https://en.wikipedia.org/wiki/Restaurant']",['What is the wise man saying to the explorer?'],“We used to offer enlightenment. Then we discovered people really preferred brunch.”,,2018-02-12,1286234
604,8743.0,['a cave'],['A caveman is drawing a picture of an elephant on his cave wall. The elephant is standing by as a model.'],['The elephant is friends with a man.'],"['https://en.wikipedia.org/wiki/Cave_painting', 'https://en.wikipedia.org/wiki/Mammoth', 'https://en.wikipedia.org/wiki/Caveman']",['What is the caveman saying?'],“Trust me. One day your portrait will be used as the symbol of a political party even more primitive than we are.”,,2018-02-19,805609
605,,,,,,,"“Son, your Mom and I want you back in the picture.”",,2018-02-26,770768
606,6394.0,"['the sky', 'in the sky']","['Two pilots are navigating a plane through the sky. Another man is standing on a cloud, trying to hitch a ride.', 'A plane is flying through the air.  On a nearby cloud stands a man with his hands outstretched like he is hitchiking', 'A hitchhiker is on a cloud. Two pilots in a plane stare at him as they pass.']","[""Clouds are not solid and can't be stood on. Hitchhikers are always on the ground, and they can't get that high up in the air."", ""There is a hitchhiker on a cloud. You can't stand on clouds."", 'It is unusual for planes to fly past hitchhikers in the sky']","['https://en.wikipedia.org/wiki/Airplane', 'https://en.wikipedia.org/wiki/Hitchhiking']","['Why is there a hitchhiker in the sky?', 'How is that person managing to stand on a cloud?', 'Is that hitchhiker real or a hallucination?']","“As senior squeegee-man during flight simulations, moving up didn’t pan out.”",,2018-03-05,46951
607,7832.0,['funeral'],['Death is laying in a coffin in a funeral home. Two people look on and are commenting on the situation.'],"[""Death can't die himself, so him being in a coffin is odd.""]","['https://en.wikipedia.org/wiki/Coffin', 'https://en.wikipedia.org/wiki/Death_(personification)']",['What happened to Death?'],“My only regret is that he never got around to visiting your mother.”,,2018-03-12,1026981
608,7501.0,"['church', 'a church']","['A priest is looking up at huge radiator fins inset between stained glass windows in a church. Below the fins is a man seated at an organ, looking at the priest.', 'Two church officials are talking in a church. One is seated at an organ that has oversized pipes. The other one is standing next to him, looking at the pipes.', 'A priest is looking at a woman playing an organ in church. There is a radiator on top of the organ.']","['The radiator is humongous.', 'Pipe organs tend to use straight pipes instead of radiators.', 'The organ pipes are dramatically huge.']","['https://en.wikipedia.org/wiki/Radiator', 'https://en.wikipedia.org/wiki/Organ_(music)', 'https://en.wikipedia.org/wiki/Pipe_organ']","['What kind of organ is this?', 'Why have the pipe organ pipes been replaced by a huge radiator?', 'What is one man saying to the other?']",“The hard part was transposing from C major to Fahrenheit.”,,2018-03-19,957697
609,8195.0,['a subway'],"[""A man and a woman are on the subway. They're looking at a big sandwich on the track.""]",['There is a giant sandwich and it is in color.'],"['https://en.wikipedia.org/wiki/Customer', 'https://en.wikipedia.org/wiki/Submarine_sandwich']",['Why is nothing else in color?'],“He really did appoint Chris Christie as Secretary of Transportation.”,,2018-03-26,1046199
610,7946.0,['a prison'],"[""A woman and a chef are in a prison. They're speaking on the phone through a barrier.""]","[""They don't let you wear anything but jumpsuits in prison.""]","['https://en.wikipedia.org/wiki/Chef', 'https://en.wikipedia.org/wiki/Inmate_telephone_system']",['What did the chef do to go to jail?'],“'Bad news. They found the proof in the pudding.'”,,2018-04-02,1220029
611,7770.0,['roof'],['A rat and a pigeon are on a roof in a city. The rate has wings strapped to him.'],['A rat with fake wings is pretty out of place.'],"['https://en.wikipedia.org/wiki/Domestic_pigeon', 'https://en.wikipedia.org/wiki/Rat']",['Why is the rat trying to fly?'],"“Believe me, I’ve tested a lot worse things when I was in pharmaceuticals.”",,2018-04-09,1135917
612,9408.0,"['a crime scene', 'crime scene']","['A detective and a police officer are at a crime scene. They both look at outlines of different shapes of animals leading to a human.', 'Two detectives are observing chalk outlines at a crime scene. They are in the middle of the city with other police and a car.', 'A crime scene is happening. There are outlines of animals on the ground and a person. A detective and policewoman stare at it.']","['Usually at a crime scene there is just an outline of a human being who died but here there are different types of animals leading to the human.', 'The chalk outlines depict the chain of evolution.', 'The outlines on the ground are not all of people, but also animals.']","['https://en.wikipedia.org/wiki/Chalk', 'https://en.wikipedia.org/wiki/Detective', 'https://en.wikipedia.org/wiki/Evolution']","['Why are the outlines of animals and not just people?', 'What do the other outlines have to do with the case?', 'Who drew the chalk outlines?']",“It's a textbook case--depending on which state your textbooks are from.”,,2018-04-16,912652
613,7305.0,['an interrogation room'],"['A policeman is interrogating a suspect at the station. Another cop is standing to the side in clown makeup, with a balloon animal.']","[""Police officers don't dress like clowns.""]","['https://en.wikipedia.org/wiki/Suspect', 'https://en.wikipedia.org/wiki/Clown']",['Why is the cop a clown?'],"“We are authorized to use farce, if necessary.”",,2018-04-23,832844
614,6751.0,"['a mountain', 'cliff']","['A man with a long beard is on a large mountain with a grand piano. Another man wearing a huge backpack is talking to him.', 'A man climbs a mountain and sees an old man sitting next to a piano. The old man looks at him as if he was expecting him.', 'A man is climbing a mountain. He finds an old man at the top, sitting in front of a piano.']","['The man sitting at the piano on top of a mountain.', 'There is an old man and a piano on top of a mountain.', 'There is a man with a huge beard playing the piano on a mountain.']","['https://en.wikipedia.org/wiki/Elder', 'https://en.wikipedia.org/wiki/Piano', 'https://en.wikipedia.org/wiki/Musical_composition', 'https://en.wikipedia.org/wiki/Hiking']","['What are they going to talk about?', 'Why is the man playing a piano on a mountain?', 'Why is the man playing the piano on a mountain?']","“No, I said to play with more attitude.”",,2018-04-30,801294
615,,,,,,,"“I can hear the wife now: ""You caught it, you clean it.""”","""First, I set the mood.""",2018-05-07,798876
616,5274.0,['the office'],['There is a business office. A man is holding a puppet and talking to an employee.'],['A man is holding a puppet in an office.'],"['https://en.wikipedia.org/?title=Office_worker&redirect=no', 'https://en.wikipedia.org/wiki/Dummy']",['Why is the man holding a puppet at an office and using him to deliver paperwork to others?'],“I’ve advised my client not to talk.”,"“His words, not mine.”",2018-05-14,663636
617,8154.0,['hell'],['A bunch of naked people are standing around looking at a TV. A devil is hanging out in the background.'],"['Everyone is naked, there is a TV in a cave, and there is a devil.']","['https://en.wikipedia.org/wiki/Television', 'https://en.wikipedia.org/wiki/Devil', 'https://en.wikipedia.org/wiki/Nudity']",['Is this Hell?'],“But before we head down... a short fire-safety video...”,“He makes us watch this fire-safety video once a year.”,2018-05-21,895011
618,7070.0,['a living room'],"['Three people are looking at animal heads on a wall. One of them is a unicorn.', 'Three men with drinks in their hand are starting at a fireplace. There are three mounted trophy heads: a deer, a unicorn, and a bull head.', 'A unicorn head is mounted on the way with other animals. People are staring at it.']","['Unicorns are mythical creatures so it is very odd to see that someone managed to hunt and behead one to display as a trophy.', ""Unicorns don't exist, so this is odd."", ""A unicorn head wouldn't be on a wall because they don't exist.""]","['https://en.wikipedia.org/wiki/Deer', 'https://en.wikipedia.org/wiki/Taxidermy', 'https://en.wikipedia.org/wiki/Unicorn', 'https://en.wikipedia.org/wiki/Trophy_hunting']","['Where was this unicorn found?', 'How do you hunt a unicorn?', 'Why is there a unicorn head mounted on the wall?']","“Strangely enough, you are the first person to ask about the clock.”","“Well, of course they don’t exist. Now.”",2018-05-28,1376577
619,9719.0,"['work office', 'a corporate office']","['Two men in suits stand facing an empty office desk.  Sitting embedded in the middle of the desk is a sword', 'Two men are entering an office. No one is there, but there is a sword stuck in a desk.', 'There are two men in suits standing at the door of an office both looking at a desk with a medieval sword stuck into the middle of the desk. One man is talking.']","['It is unusual for a sword to be sticking out of an office desk.', ""It's unusual to see swords stuck into office desks"", 'The sword is out of place in an office.']","['https://en.wikipedia.org/wiki/Desk', 'https://en.wikipedia.org/wiki/Businessperson', 'https://en.wikipedia.org/wiki/Sword']","['Why is there a sword stuck in an office desk?', 'Who put the sword there?', 'What is the man saying?', 'Why is there a sword embedded into that desk?']",“It was a very hostile takeover.”,“At least you didn't get the axe.”,2018-06-04,867527
620,4974.0,['heaven'],"['A group of angels are seen watching as another angel tries and hit earth while blindfolded. Earth is dangling from a string.', 'Angels are in the clouds and playing pinata. One is taking a whack at the pinata.', 'Angels are gathered and watching another angel try to hit an Earth piñata. The angel is blindfolded and holding a bat.']","['Angels are playing a game and playing piñata with the Earth, which seems a bit harsh.', 'The pinata is Earth.', 'Earth is not small enough for angels to hit like a pinyata.']","['https://en.wikipedia.org/wiki/Pi%C3%B1ata', 'https://en.wikipedia.org/wiki/Earth', 'https://en.wikipedia.org/wiki/Earth%27s_rotation', 'https://en.wikipedia.org/wiki/Angel']","['What does this mean?', 'Why are the angels trying to hit earth?', 'Why is the angel trying to hit the globe like a piñata?']",“It's not the end of the world if he misses.”,“Most of them have candy. This one's filled with nuts.”,2018-06-11,836027
621,7475.0,['a tailor'],['A knight is standing in front of some mirrors. A man in a suit stands  behind him.'],"[""The knight and the man don't belong in the same time period.""]","['https://en.wikipedia.org/wiki/Mirror', 'https://en.wikipedia.org/wiki/Armour']",['What is the man saying to the knight?'],“She’ll appreciate you’re wearing protection.”,“It’s off the rack. The guy on the rack doesn’t need it anymore.”,2018-06-18,1210323
622,4883.0,"['subway train', 'the subway']","['A man is BBQing on a subway car. A man in a business suit looks at him weirdly.', 'Two people are sitting on a subway using their phones. A man is standing nearby, cooking on a grill.', 'A man cooks on a grill while on a subway train. He turns to a businessman who was busy on his phone.']","['There is a man BBQing in a train car. BBQing is done outside.', 'Cooking on a train can cause a fire hazard and is unlawful.', ""I don't think you're allowed to grill on the subway.""]","['https://en.wikipedia.org/wiki/Smartphone', 'https://en.wikipedia.org/wiki/Barbecue_grill', 'https://en.wikipedia.org/wiki/Cooking', 'https://en.wikipedia.org/wiki/Barbecue']","['Why is there a man BBQing in a subway car?', 'Why is he grilling on the train?', 'Why is the man grilling on a subway?']",“To go?”,“It sends the other rats a message.”,2018-06-25,99592
623,6432.0,"['a public park', 'park']","['Someone has an animal as a kite. They are flying it at a park with other kites. A police officer is upset at them.', 'Several people are flying kites at a kite park. However, one man is flying a dog up in the air. A disapproving police officer approached him.', 'Some people are flying kites at the park. A police officer with keys is talking to one of them.']","['One of the kites seems to be a flying rat.', 'It is very wrong to fly a real living dog as a kite. It would also be physically impossible unless the dog was 99% helium.', 'People do not fly animals as kites.']","['https://en.wikipedia.org/wiki/Security_guard', 'https://en.wikipedia.org/wiki/Coyote', 'https://en.wikipedia.org/wiki/Kite']","['What does the cop want?', 'Why did the man want to fly the animal as a kite?', 'How is the dog able to fly like a kite?']","“You better hope that was rain I just felt.""”","“Sir, I don't make the laws of gravity, I just enforce them.”",2018-07-02,971088
624,3760.0,"['a graveyard', 'a cemetery']","['There is a graveyard with two coffins at the front of the image, both underground.  One has a man making an odd expression, seemingly alive inside the coffin.  The other has a skeleton sitting up and waving.', 'Two corpses are laying in their coffins under the cemetery. One is a man, one is a skeleton, and they appear to be having a conversation.', 'In this scene we see both above ground and underground levels of a cemetery. Above ground we see headstones and below we see two coffins. One contains a normal looking man in a suit with his arms spread out and the other has a skeleton who is looking towards the man and waving at him.']","['They are somehow communicating even though there is a lot of earth between them.', 'It is unusual for a skeleton to be able to wave or move at all.', ""It's unusual to find both a living being inside a coffin in a cemetery, as well as seeing a skeleton moving of its own accord.""]","['https://en.wikipedia.org/wiki/Coffin', 'https://en.wikipedia.org/wiki/Skeleton', 'https://en.wikipedia.org/wiki/Headstone', 'https://en.wikipedia.org/wiki/Premature_burial']","['What are they talking about?', 'Why is there a moving skeleton?', 'Why is the skeleton waving at the newly dead man in the suit?', 'How are they animated?']",“Of course I am happy to see you! I just need a little time to decompose myself!”,"“Please, I need time to decompose myself.”",2018-07-09,712054
